CVE_MUNICIPIO,ANIO,PRESUPUESTO,DECIL_ANUAL_PRESUP,DEFORESTACION_HA,DECIL_ANT,DELTA_DECIL,CLASE_5,PRESUPUESTO_L1,DEFORESTACION_L1,DECIL_L1,PRESUPUESTO_L2,DEFORESTACION_L2,DECIL_L2,CLASE_5_pred,CLASE_5_pred_num,DEFORESTACION_PRED
20567.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,112100.0,0.0,1.0,457750.0,0.0,1.0,sin_cambio,0,0.0
20568.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,53100.0,0.0,1.0,190400.0,0.0,1.0,sin_cambio,0,0.0
20569.0,2024,1925000.0,3,0.0,6.0,-3.0,bajada_fuerte,1780800.0,0.0,6.0,5953600.0,0.0,6.0,bajada_leve,-1,0.0
20570.0,2024,0.0,0,0.0,4.0,-4.0,bajada_fuerte,610650.0,0.0,4.0,2347850.0,0.0,4.0,bajada_leve,-1,0.0
21001.0,2024,5218750.0,6,0.0,8.0,-2.0,bajada_fuerte,6404800.0,0.0,8.0,21113000.0,0.0,8.0,bajada_leve,-1,0.0
21002.0,2024,425000.0,1,0.0,4.0,-3.0,bajada_fuerte,812100.0,0.0,4.0,2869600.0,0.0,4.0,sin_cambio,0,0.0
21003.0,2024,0.0,0,0.0,7.0,-7.0,bajada_fuerte,5236100.0,0.0,7.0,17114878.0,0.0,8.0,bajada_leve,-1,0.0
21004.0,2024,3162500.0,4,0.0,6.0,-2.0,bajada_fuerte,2418900.0,0.0,6.0,6432300.0,0.0,6.0,sin_cambio,0,0.0
21005.0,2024,50000.0,1,0.0,3.0,-2.0,bajada_fuerte,494350.0,0.0,3.0,722000.0,0.0,2.0,sin_cambio,0,0.0
21006.0,2024,4800000.0,5,0.0,8.0,-3.0,bajada_fuerte,9284000.0,0.0,8.0,18971300.0,0.0,8.0,sin_cambio,0,0.0
21007.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,200600.0,0.0,2.0,789600.0,0.0,2.0,sin_cambio,0,0.0
21008.0,2024,3431250.0,4,0.0,7.0,-3.0,bajada_fuerte,3294350.0,0.0,7.0,11556500.0,0.0,7.0,sin_cambio,0,0.0
21009.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,168150.0,0.0,2.0,596400.0,0.0,2.0,sin_cambio,0,0.0
21010.0,2024,0.0,0,0.0,8.0,-8.0,bajada_fuerte,6084650.0,0.0,8.0,10509500.0,0.0,7.0,bajada_leve,-1,0.0
21011.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,38350.0,0.0,1.0,112000.0,0.0,1.0,sin_cambio,0,0.0
21012.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,318600.0,0.0,3.0,1292550.0,0.0,3.0,sin_cambio,0,0.0
21013.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1593350.0,0.0,5.0,2391200.0,0.0,4.0,bajada_leve,-1,0.0
21014.0,2024,1400000.0,3,0.0,6.0,-3.0,bajada_fuerte,1974800.0,0.0,6.0,5143100.0,0.0,5.0,bajada_leve,-1,0.0
21015.0,2024,1012000.0,2,0.0,6.0,-4.0,bajada_fuerte,2749250.0,0.0,6.0,9118600.0,0.0,6.0,sin_cambio,0,0.0
21016.0,2024,2693750.0,4,0.0,6.0,-2.0,bajada_fuerte,2658650.0,0.0,6.0,9093600.0,0.0,6.0,sin_cambio,0,0.0
21017.0,2024,50000.0,1,0.0,7.0,-6.0,bajada_fuerte,4971200.0,0.0,7.0,9740350.0,0.0,7.0,sin_cambio,0,0.0
21018.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,179950.0,0.0,2.0,616350.0,0.0,2.0,sin_cambio,0,0.0
21019.0,2024,6365250.0,6,0.0,8.0,-2.0,bajada_fuerte,8767200.0,0.0,8.0,47753526.4,0.0,9.0,subida_fuerte,2,0.0
21020.0,2024,0.0,0,0.0,4.0,-4.0,bajada_fuerte,501500.0,0.0,4.0,1736000.0,0.0,3.0,bajada_leve,-1,0.0
21021.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,138650.0,0.0,2.0,481600.0,0.0,1.0,sin_cambio,0,0.0
21022.0,2024,6775000.0,6,0.0,8.0,-2.0,bajada_fuerte,5948000.0,0.0,8.0,20301800.0,0.0,8.0,subida_fuerte,2,0.0
21023.0,2024,750000.0,2,0.0,5.0,-3.0,bajada_fuerte,1052350.0,0.0,5.0,3571750.0,0.0,5.0,bajada_leve,-1,0.0
21024.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,35400.0,0.0,1.0,151200.0,0.0,1.0,sin_cambio,0,0.0
21025.0,2024,1743250.0,3,0.0,6.0,-3.0,bajada_fuerte,2682250.0,0.0,6.0,7768400.0,0.0,6.0,sin_cambio,0,0.0
21026.0,2024,750000.0,2,0.0,5.0,-3.0,bajada_fuerte,1614350.0,0.0,5.0,4693950.0,0.0,5.0,sin_cambio,0,0.0
21027.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,312250.0,0.0,3.0,638400.0,0.0,2.0,sin_cambio,0,0.0
21028.0,2024,875000.0,2,0.0,5.0,-3.0,bajada_fuerte,1194750.0,0.0,5.0,3324200.0,0.0,5.0,bajada_leve,-1,0.0
21029.0,2024,1900000.0,3,0.0,6.0,-3.0,bajada_fuerte,1986050.0,0.0,6.0,6628750.0,0.0,6.0,sin_cambio,0,0.0
21030.0,2024,375000.0,1,0.0,4.0,-3.0,bajada_fuerte,535800.0,0.0,4.0,1192400.0,0.0,3.0,bajada_leve,-1,0.0
21031.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,168150.0,0.0,2.0,565950.0,0.0,2.0,sin_cambio,0,0.0
21032.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,85550.0,0.0,1.0,324800.0,0.0,1.0,sin_cambio,0,0.0
21033.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,375950.0,0.0,3.0,697200.0,0.0,2.0,sin_cambio,0,0.0
21034.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1227200.0,0.0,5.0,4337900.0,0.0,5.0,bajada_leve,-1,0.0
21035.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1357650.0,0.0,5.0,3073000.0,0.0,4.0,bajada_leve,-1,0.0
21036.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1015500.0,0.0,5.0,1373400.0,0.0,3.0,bajada_leve,-1,0.0
21037.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,109150.0,0.0,1.0,436800.0,0.0,1.0,sin_cambio,0,0.0
21038.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,315650.0,0.0,3.0,1095500.0,0.0,3.0,sin_cambio,0,0.0
21039.0,2024,662000.0,2,0.0,6.0,-4.0,bajada_fuerte,1999400.0,0.0,6.0,4712600.0,0.0,5.0,bajada_leve,-1,0.0
21040.0,2024,3437000.0,4,0.0,6.0,-2.0,bajada_fuerte,3168450.0,0.0,6.0,10645100.0,0.0,7.0,sin_cambio,0,0.0
21041.0,2024,0.0,0,0.0,8.0,-8.0,bajada_fuerte,9080800.0,0.0,8.0,13088850.0,0.0,7.0,sin_cambio,0,0.0
21042.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,203550.0,0.0,2.0,37867723.88,0.0,9.0,sin_cambio,0,0.0
21043.0,2024,11741750.0,8,0.0,9.0,-1.0,bajada_leve,16511700.0,0.0,9.0,47281350.0,0.0,9.0,subida_leve,1,0.0
21044.0,2024,5155250.0,6,0.0,7.0,-1.0,bajada_leve,4491450.0,0.0,7.0,14710400.0,0.0,7.0,sin_cambio,0,0.0
21045.0,2024,0.0,0,0.0,6.0,-6.0,bajada_fuerte,1932900.0,0.0,6.0,6979300.0,0.0,6.0,bajada_leve,-1,0.0
21046.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,244850.0,0.0,2.0,753200.0,0.0,2.0,sin_cambio,0,0.0
