clave_municipio,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
7015,19.53054,30.416829,5.874381,8.360541,23.748121,7.679306,3.801051,137.299543,117.545406,33.501531,33.011043,68.274214,18.578007,31.238988,13.565728,145.274869,84.663284,66.33698,49.118103,88.800335,48.785607,43.642999,23.913726,43.706579
7016,18.21898,28.0167,39.690079,27.023311,69.822475,9.460306,66.808215,23.183144,47.434475,10.545037,13.029827,40.497663,91.696273,184.593337,101.965166,127.090141,243.015646,978.65249,426.141488,195.769197,29.158895,50.350493,119.735467,245.946571
7017,1280.721794,390.669019,584.440839,966.879717,429.526788,390.097151,1145.553867,554.500468,583.404045,753.98085,940.839579,497.992736,734.363124,625.723769,653.489481,1394.171307,936.676285,1334.694708,1296.06443,686.010449,564.450792,501.540221,1371.287493,3485.674979
7018,48.559455,51.475303,38.820379,109.832592,29.233352,36.814407,116.341248,25.142483,55.821243,51.664582,57.2343,72.76884,58.996126,93.612412,47.8641,67.399326,38.616081,59.507817,116.792332,59.502804,23.525179,7.303656,44.873912,34.020012
7019,298.80557,368.83573,354.92095,289.369974,452.628846,359.71683,385.456887,312.825969,532.188756,300.25648,237.321069,236.674643,316.859048,348.086,348.855213,851.513956,722.834076,993.110117,994.571283,474.021991,446.36597,437.32627,588.581907,1603.663725
7020,747.143571,320.383978,201.4511,434.273403,486.072302,445.310945,368.515173,533.789766,235.913423,272.712663,554.549787,249.432864,296.04349,141.695693,163.73134,395.653216,229.834118,507.944395,245.827082,186.39139,175.997674,147.566978,182.498566,222.760137
7021,83.736387,48.872705,103.922775,213.394758,56.052209,26.508144,141.298995,39.802148,88.933462,82.325196,116.543813,53.796128,147.524385,101.506117,117.492406,236.305501,133.629712,124.323067,186.750934,140.019237,51.403355,58.448561,215.396804,278.594624
7022,73.820845,77.506368,45.306425,121.676693,91.274561,78.499842,102.141511,101.68692,173.998632,131.052728,129.751581,136.88435,376.03968,352.251248,309.31206,1262.941626,813.4431,557.395149,752.148171,381.738711,273.807649,286.625937,381.805618,378.41621
7023,61.804932,87.19545,43.001266,97.145623,47.946802,74.609463,78.146136,85.491048,103.719949,65.428549,96.816329,77.822947,25.147931,49.808896,52.601434,89.552887,159.750436,103.969088,119.813751,91.019023,94.561682,60.892277,93.202183,92.789901
7024,329.248977,324.773556,165.264566,154.943518,145.270753,289.287457,157.617547,117.39069,252.147486,177.325704,156.29107,291.606184,280.154983,384.046215,378.597162,1424.163679,753.343318,638.925199,1073.36327,450.436615,393.218409,320.31197,384.056014,1062.800797
7025,24.633967,19.53009,10.339813,28.089366,15.878013,14.622352,21.211344,30.109951,12.304772,19.057597,34.352921,29.704609,17.632737,37.21128,15.893317,22.984267,44.687991,42.246777,91.776174,61.456772,70.874594,33.669438,37.962911,27.05429
7026,32.793612,25.197243,18.843914,59.43873,30.188904,33.685326,53.388964,49.241818,56.76821,37.472184,35.322793,69.6827,74.142777,79.087032,48.841224,104.615346,264.408009,193.695559,112.426925,103.406588,65.461372,62.507717,93.551859,67.30889
7027,223.744976,221.818488,285.891639,430.762561,185.141133,124.569591,409.860675,133.782924,46.885184,224.578427,375.804921,56.081645,76.348051,64.224308,83.469194,136.591551,40.197769,114.454962,72.589536,57.820979,35.504732,20.771443,42.173873,40.454233
7028,8.064263,46.261871,1.046342,5.654859,9.179615,2.745007,17.904431,0.514785,0.171571,17.928235,1.629128,3.779553,5.91971,1.630125,1.629842,2.706374,1.972876,5.869234,5.611638,2.573177,0.343122,0.797928,1.972927,1.433262
7029,24.692828,15.236686,5.306037,152.721698,8.473616,14.172757,59.18301,4.707144,10.011978,54.774988,45.821108,17.373371,45.187252,82.181181,66.988129,73.59119,20.932133,32.522507,43.227806,15.271954,8.218876,5.11719,19.170895,14.614266
7030,73.793508,172.920495,64.997,194.785413,143.745003,611.314818,196.609382,418.142604,74.699415,131.308021,304.517997,173.388166,143.443232,59.446268,102.213401,205.683411,114.720063,188.315875,120.313906,48.815089,42.371108,34.620272,84.980788,89.063853
7031,647.459322,515.764259,494.115908,934.868134,594.04848,717.7272,1048.713542,1468.036125,1536.966728,1188.998814,1049.315466,1491.446273,2010.974616,2123.609531,2269.307113,3850.146617,3911.780327,2933.87879,4424.881573,5120.281555,2022.403207,2396.762083,2024.239394,3026.996862
7032,18.759354,42.978361,25.750375,18.973436,160.539001,78.375983,22.755227,121.203336,46.026488,21.700857,11.90722,32.580266,53.360462,33.979198,13.739262,90.808455,51.974117,57.938066,23.900365,20.621336,20.969275,17.515839,20.794921,15.358668
7033,22.62591,20.130312,23.906395,30.701843,29.282019,30.149404,29.845944,42.042288,37.167419,22.149457,61.38678,42.134077,26.295557,46.658876,28.436176,64.851082,99.835292,76.948147,205.477655,137.29671,67.845097,50.962797,87.115551,78.427808
7034,95.919232,204.737747,53.980288,371.524791,25.805299,469.831458,122.260164,343.225184,36.215832,138.708729,398.425457,89.469122,45.077727,34.146905,68.034473,38.560162,21.761789,41.461087,16.277165,29.179649,10.075901,2.669015,3.615458,1.119734
7035,6.056462,20.852882,0.0,0.0,0.0,0.0,0.0,48.562926,13.547083,13.23855,8.305615,9.932695,13.236833,6.143579,4.196771,33.993735,14.014317,12.912503,38.673117,3.435569,5.685829,8.046759,20.591664,12.206078
7036,8.685727,9.234025,2.893023,13.849576,3.017607,9.028853,10.863158,30.080961,14.656479,14.473677,15.810241,8.209428,12.753814,5.949304,9.123479,19.344242,22.560071,35.177763,45.90939,18.881111,10.642566,7.778625,5.604461,6.725108
7037,44.392882,59.142893,0.0,0.0,0.0,0.0,0.0,371.561994,164.527452,92.217596,54.584243,78.311149,120.10536,137.989039,62.918568,273.775555,131.734398,160.382515,164.594316,113.693567,75.555192,126.057577,90.793373,71.387618
7038,34.483453,45.858374,26.6308,26.807511,31.321749,59.504458,56.653076,32.07311,38.586598,39.463997,14.951445,37.012427,7.884191,9.551026,18.647939,29.255217,85.312996,46.863126,38.13736,39.997017,19.992188,35.529448,34.965843,44.620259
7039,85.264637,98.21224,75.311092,129.790467,164.627108,73.116726,224.888117,137.690225,186.576302,244.352672,158.46427,215.664236,454.364562,418.995737,406.365848,1242.81709,670.744539,715.761281,922.751049,575.184807,333.059322,276.053757,302.731804,731.732589
