clave_municipio,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
13004,1.42696,1.296859,1.510894,2.014475,3.645159,2.350036,4.700294,2.198089,1.380804,12.118571,1.678675,4.532215,2.014499,3.357419,2.685977,5.875574,3.441159,7.637422,10.443046,31.924047,17.025035,6.547331,8.480259,11.580859
13005,0.0,0.084094,0.0,0.0,0.250904,0.336286,0.168164,0.0,0.168188,0.252268,0.0,0.084028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13006,4.867431,2.937653,0.167852,1.762268,0.587529,1.09105,0.587432,1.762359,2.26597,2.518034,3.44106,1.25866,0.839264,0.0,0.167833,0.167846,1.090856,0.0,0.0,0.0,0.0,0.419616,1.258978,1.510565
13007,18.115373,17.908603,7.753799,8.811362,22.497167,13.144681,13.987599,17.021146,23.313157,15.92647,13.648608,37.074309,9.849264,19.379579,26.20766,3.30104,24.867977,76.885174,27.387119,71.485843,61.263753,38.530719,38.275,62.123117
13008,30.3086,3.550022,5.137187,17.938677,0.757921,0.252633,2.52727,0.673768,4.127021,2.864477,0.8424,9.676381,2.198911,0.252748,0.0,0.827353,1.010607,1.431919,1.347496,2.527449,1.600605,2.526985,33.443424,11.673623
13009,0.168012,0.0,0.084009,0.0,0.446704,0.588118,0.168017,0.084017,0.666468,0.252076,0.168002,0.33603,0.504142,0.335999,0.0,0.168055,0.0,0.0,0.0,0.084036,0.0,0.0,0.0,15.701275
13010,0.0,0.0,0.0,0.0,0.0,0.0,0.084105,0.0,0.0,0.0,0.0,0.0,0.252313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13011,26.856035,121.083445,22.488491,55.33755,28.610851,79.190327,58.979562,53.124278,41.370288,89.49367,107.507011,74.940735,67.642311,44.822357,36.051028,81.766453,78.265736,50.003639,87.034299,142.196904,100.932573,50.505254,57.903547,51.547293
13012,2.603122,0.335803,0.923063,0.923519,1.116627,0.587568,0.587592,0.755643,4.113995,2.435144,0.08397,0.587559,2.974302,1.175045,0.419705,0.0,0.0,1.175458,0.0,0.671772,1.091567,0.587842,0.0,0.671646
13013,0.925584,1.0095,0.084135,1.177925,0.084127,0.0,0.925647,5.299891,0.504743,0.757172,0.420664,0.925314,1.261814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252357,0.0,0.0
13014,21.076211,13.745788,23.417141,74.26297,18.158147,31.839756,31.355199,23.435197,44.658625,56.082458,29.493823,78.896191,22.694337,33.628506,14.530849,31.361552,57.383859,74.391777,91.686792,90.014925,26.726467,30.567982,23.261279,54.641941
13015,61.412048,1.423701,4.716129,11.724941,15.32266,19.095241,5.025769,6.029523,6.869534,10.550277,24.041737,21.305014,63.321446,22.044199,4.605435,0.670028,2.763086,6.782431,1.676232,4.856619,97.820476,4.001095,10.313888,77.949732
13016,93.431103,27.527024,40.484686,39.915364,33.480812,47.238795,46.5602,35.231548,66.773655,57.206408,25.664363,48.75421,35.456234,28.001078,36.586402,36.179172,52.727353,103.255842,169.345831,92.212749,59.989106,77.15441,69.913093,144.460259
13017,1.604074,0.343879,0.0,0.420057,0.33617,0.084038,1.76503,0.0,1.176003,2.268873,0.084024,0.0,0.167981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13018,52.131682,39.600297,51.066538,110.494123,106.31146,80.478735,138.015306,115.723038,141.020812,208.037945,94.611189,499.182372,40.263874,68.259771,44.965266,55.837864,70.351211,101.293696,118.095521,104.250269,49.382057,44.674126,50.405783,1.74025
13019,6.045545,1.930937,0.083968,1.007651,2.435428,1.091697,1.259719,1.175558,1.595316,1.931437,0.755802,0.251834,1.511595,0.16794,0.167987,0.083981,0.0,1.343627,0.419718,0.335916,0.8398,0.0,0.0,0.755401
13020,48.287378,3.514727,38.596394,17.15671,18.50592,60.100062,25.214693,21.758111,29.180478,60.312946,38.450084,65.834811,57.160148,28.647314,10.377357,15.983753,15.301596,57.579554,46.619519,64.697612,30.680734,40.110071,27.585299,157.550235
13021,5.48072,0.168613,0.0,0.168691,0.0,0.0,0.843081,0.253051,0.084286,0.927441,0.0,0.084338,0.168664,0.0,0.0,0.084344,0.0,1.337687,0.0,0.0,0.0,0.0,0.0,0.0
13022,4.289183,5.381237,6.422115,4.535995,18.771027,9.922466,7.38196,2.775104,21.946939,6.627012,19.992184,6.307672,17.172043,3.210436,4.962102,3.448141,11.100454,7.148288,5.550436,3.605634,5.213775,6.895163,5.802363,5.633974
13023,1.594874,0.84014,0.0,1.260167,0.0,0.0,0.252076,0.420091,0.084007,0.588096,0.0,0.0,0.168029,0.0,0.0,0.084016,0.0,0.504145,0.0,0.168,0.0,0.0,0.0,0.587995
13024,0.355298,0.756425,0.251975,0.587927,0.257226,0.335848,1.596175,1.427425,0.794488,0.587896,0.444967,1.304914,4.537729,0.587815,0.0,1.730109,2.471855,3.352344,4.984274,3.448283,4.307172,0.419728,9.595743,7.532224
13025,167.469504,242.063534,98.927405,267.838231,106.519523,170.829937,333.549556,112.309414,164.993345,280.519064,350.668373,180.404386,223.054049,244.106855,207.653193,332.389656,290.823809,169.022605,308.859284,474.198483,274.897543,140.320036,198.400234,285.416692
13026,22.749248,16.995646,13.962431,35.735384,18.261303,25.36372,44.081494,13.948866,24.58423,50.088996,25.870374,102.433189,26.975088,48.443605,3.176801,40.618055,27.07133,42.516591,72.072324,110.833325,37.167837,35.363462,23.686383,36.885535
13027,66.922142,58.628969,41.06199,79.782379,66.572275,140.688891,107.255503,69.351611,99.750796,97.743441,144.101224,82.656376,202.904161,195.687491,197.770184,268.844583,277.354641,228.26574,374.176359,329.292365,293.314365,226.40409,204.687056,326.061223
13028,214.803432,468.123222,128.739341,373.795463,143.6533,448.603145,406.741285,273.464876,292.605259,427.633653,693.302383,365.021264,303.840516,287.801706,201.249239,443.414788,343.318753,291.415021,290.76371,585.270542,385.377644,191.66253,266.278245,237.540137
13029,1.258793,0.0,0.0,0.251709,0.0,0.08394,0.167842,0.0,0.0,0.587429,0.0,0.839174,0.503449,0.0,0.0,0.0,0.083944,0.0,0.0,0.0,0.0,0.0,0.0,0.587758
13030,38.701511,1.089943,1.926479,2.681035,1.340339,3.183483,0.167742,0.754792,2.012427,1.508806,1.17234,2.429515,57.872839,1.255436,9.798348,17.950555,0.335005,0.58641,0.670472,1.256473,7.705883,0.167509,1.591305,269.260737
13031,23.458348,24.147997,7.773085,12.86921,45.624019,5.75582,29.971575,4.010895,20.163087,10.605449,6.01831,81.992162,80.453992,46.415642,7.884133,10.697735,10.685671,5.84028,2.171785,6.095839,24.394946,5.098464,4.609888,1.992636
13032,19.037949,116.025724,17.19663,46.382345,18.59666,63.747367,33.921026,30.542416,40.862076,35.970551,73.771463,22.496598,24.938014,16.740566,22.882299,38.186757,41.956576,27.136104,27.599895,64.18414,31.566481,32.952978,24.656624,36.097659
13033,3.766081,2.928838,3.263928,5.214054,7.19556,11.81058,9.624427,3.598222,4.685634,9.727581,7.949583,19.496608,12.646096,7.313696,1.503176,7.113573,15.914562,12.275609,13.72354,50.152277,12.970648,19.328348,25.438064,70.264028
13034,37.830298,25.252147,43.575189,83.007028,49.735257,49.053623,79.996253,51.811399,77.260246,126.151418,61.738015,159.981038,44.92245,53.654297,30.98117,50.671609,51.319932,54.742298,51.060869,196.623515,69.501916,70.347888,37.765826,117.755153
13035,8.733143,13.653176,27.794718,10.159298,11.013794,13.187264,19.972194,22.822758,24.425673,49.028106,18.305569,17.757695,37.477919,21.514348,29.116901,17.2138,35.320214,44.843801,52.289322,45.183176,28.8051,43.320409,39.465707,53.828109
13036,34.308532,37.181447,31.860646,31.065676,55.185948,95.796628,76.293078,59.994795,51.134926,80.158992,54.406277,34.343505,116.126108,58.007123,53.237632,109.49605,72.602492,122.603189,150.90071,82.19644,112.176723,99.427962,95.926481,100.905055
13037,47.332603,3.435329,31.999315,14.468787,5.519611,52.262994,18.915484,26.583159,23.126931,24.998253,31.420922,26.755645,48.307952,49.595399,37.94978,29.673517,28.480503,32.258455,29.639386,20.776774,47.006582,31.362593,29.329775,35.324279
13038,2.351097,1.008303,0.588171,0.755945,3.108956,0.588133,0.504047,1.680741,2.105442,2.436516,1.428151,0.92436,3.445336,0.168041,0.0,0.336115,0.0,0.0,1.512973,2.00096,11.587486,5.629738,6.89104,98.174688
13039,6.054015,3.698507,12.914809,5.635977,11.680917,12.944,15.988753,5.054922,7.649945,14.332104,12.692707,6.472028,63.632413,6.196675,9.932931,8.413528,13.19864,19.324729,24.545791,13.796622,8.311402,11.853902,18.662029,78.502559
13040,40.205241,21.037266,35.007287,55.597853,52.693621,56.400512,79.064824,46.628988,92.040324,134.026933,33.135861,256.168376,38.574268,51.365388,43.628457,30.91202,41.948027,58.16265,57.18714,64.030344,66.728072,43.110904,45.167674,15.553853
13041,3.529839,0.756104,0.08401,0.167991,0.168019,0.756007,0.587997,0.336047,0.0,2.363559,0.0,0.0,1.176103,0.168002,0.0,0.0,0.0,0.435832,0.0,0.0,0.5881,1.680239,3.191978,0.0
13042,24.576935,19.401688,23.221037,44.806264,54.269098,60.121568,62.4519,44.913856,37.405565,91.44515,49.311738,86.944384,43.116578,54.987061,11.797568,28.481612,60.990418,62.623691,48.993076,132.629213,67.294781,41.97011,35.838452,117.898164
13043,16.363798,2.427565,6.001331,1.506617,14.537027,1.590446,0.837033,3.013398,0.334781,2.678956,1.674532,17.527777,9.355255,7.531482,7.112476,7.755002,6.359261,6.861329,1.171385,188.320341,6.276222,7.195922,0.0,30.803758
13044,15.544051,1.512237,0.0,1.344259,2.099978,4.955462,0.168056,0.73774,2.940286,1.764302,0.42011,0.588031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25204,0.0,0.168029
13045,1.68121,0.588412,2.942158,1.42904,3.768525,0.252177,9.919048,5.873391,7.901704,11.236541,2.937243,4.410484,13.542818,3.288595,8.729822,14.196654,13.112669,12.869861,20.442898,20.617475,33.704615,11.442669,6.556838,32.224609
13046,417.528887,382.219734,259.283132,560.271916,445.773312,880.4624,466.325342,468.506092,539.805203,548.419176,1129.864222,468.330451,426.203098,415.231184,249.103462,554.206201,718.182692,393.239279,465.169535,529.034998,415.866671,251.721092,341.272412,279.72183
13047,8.287437,0.585204,4.597452,2.926442,31.882639,1.588595,11.206421,2.675194,12.451244,6.602206,1.588741,5.20442,8.389014,0.69281,0.501482,3.929663,1.086661,2.758701,0.0,3.174092,0.083623,1.170625,0.3345,0.250718
13048,0.168275,0.336442,0.084065,1.26119,1.681432,0.084065,0.168137,1.34508,3.027264,0.42033,0.0,2.018017,151.665955,0.0,1.512926,0.504238,0.50441,2.605743,1.092505,0.520165,2.025158,2.845927,76.493059,25.984411
13049,59.563491,52.662024,44.410198,99.582241,110.21285,90.753301,112.136746,86.621735,80.268035,249.076623,65.592633,335.306457,52.486139,49.562112,41.467233,92.635626,106.161926,107.229656,70.647197,169.523283,71.515834,57.423658,36.900654,12.674002
13050,0.923736,0.0,0.0,0.083999,0.420001,0.083923,0.0,0.335808,0.0,0.251771,0.083918,0.335616,0.083985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.763024,31.800006,0.755796
13051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022076,0.0,0.0,0.0
13052,2.860527,4.962713,0.084068,3.195991,2.439666,0.168222,0.841311,1.682486,1.598123,3.869269,0.841249,0.252347,0.84097,0.504301,0.0,0.0,0.0,0.336253,0.0,0.0,0.0,0.0,0.0,1.681206
13053,31.317538,24.233787,31.580599,32.421783,40.274298,59.199281,63.66677,32.051842,52.316904,125.24791,54.679667,68.317639,113.143255,63.483922,64.958295,112.336174,169.096028,138.456832,222.809641,316.267694,218.335803,147.42027,164.385033,230.613333
13054,1.427827,0.41997,0.083971,0.335912,0.0,0.0,0.0,0.839735,1.25943,0.419819,0.083984,0.0,0.251878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13055,5.522676,0.0,2.935813,1.342146,0.671028,5.032965,0.503318,3.690868,12.330972,0.083946,0.16775,1.425905,2.517386,1.258818,0.0,0.0,0.0,0.0,0.0,4.278905,7.189064,21.227473,6.460095,35.320818
13056,1.093521,3.028089,0.0,0.168221,1.177549,0.252345,0.0,0.0,2.588398,0.925225,0.0,0.4206,0.171526,0.0,0.0,0.084108,0.0,0.336464,0.0,0.0,0.252345,0.673031,0.252342,2.439147
13057,7.658132,2.019735,6.311903,12.874407,21.655912,6.985263,11.922187,14.306241,32.332374,25.834741,36.211102,51.000608,68.96667,42.414666,46.030531,36.078087,60.509008,111.749295,77.676061,68.670307,86.671751,72.965676,92.024683,180.594724
13058,4.360151,0.838644,0.503165,0.0,0.754682,0.586968,0.50312,2.18031,1.257717,3.354426,0.0,0.251535,1.257874,0.0,0.167693,0.335428,0.587024,0.251583,0.0,0.419304,0.41923,0.0,0.419229,1.173723
13059,0.586902,0.670728,0.0,0.0,0.251522,0.0,0.0,0.167623,0.167703,0.167573,0.0,0.083822,1.252206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922389
13060,5.036987,13.752312,7.251723,8.897418,16.17678,12.926192,19.182178,9.727006,10.170616,32.006998,5.760143,9.118787,9.089108,8.900098,7.638822,9.180119,15.279358,25.942246,37.776701,43.19455,37.275577,21.730371,6.559933,53.43572
13061,3.115587,2.778557,1.515773,0.633291,0.505252,0.336803,0.336788,0.084284,0.421016,2.442625,0.421001,1.34722,3.330913,0.926227,0.0,0.0,0.0,0.0,0.0,1.263054,0.0,0.0,0.0,2.466663
13062,174.747634,102.930876,127.076341,257.177833,239.050441,177.387556,300.370848,203.136371,245.994195,338.312654,226.155715,859.500017,215.735264,223.627025,97.742604,193.963534,218.168188,296.389793,282.638339,570.291038,212.186393,185.959006,147.381336,203.79374
13063,4.966037,2.019619,0.168366,1.599314,0.842051,5.388916,7.240412,6.650798,2.277545,12.625849,1.599261,2.356439,0.420878,0.0,0.0,0.252544,0.0,0.757658,0.0,0.0,0.0,0.0,2.779183,3.288103
13064,12.763965,0.0,0.084026,0.168081,0.083999,0.0,0.084024,0.420218,0.924289,0.420201,0.0,0.0,0.252004,0.084036,0.0,0.0,0.0,0.0,0.252133,0.0,0.0,0.0,0.0,3.860724
13065,0.084073,0.459927,0.0,0.0,0.000989,0.0,0.0,0.840741,0.168148,0.756665,0.0,0.084077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13066,0.168401,0.0,0.0,0.0,0.0,0.0,0.336838,0.0,0.0,0.0,0.0,0.0,0.505062,0.0,0.0,0.0,0.0,0.524968,0.0,0.0,0.0,0.0,0.0,0.0
13067,11.868643,1.933173,0.252108,1.596826,1.344585,0.252105,2.101308,2.170256,1.260685,4.862716,0.0,0.08406,0.336238,0.084049,0.0,0.0,0.084024,0.067203,0.0,0.0,0.33614,1.008675,0.756512,0.840339
13068,27.523397,22.724794,76.583765,117.160508,42.515002,110.179045,107.37279,72.913187,84.978261,126.189698,125.576775,174.287775,95.15493,62.566688,79.607231,113.071475,213.325083,218.758524,309.860411,276.111759,123.312672,93.643595,107.136383,173.17118
13069,11.117835,0.673804,0.421171,0.758077,0.168565,0.168433,0.0,0.505503,0.75817,1.347798,0.589677,0.084235,0.0,0.168554,0.0,0.0,0.168555,4.298174,0.0,0.0,0.0,0.0,0.0,2.612112
13070,2.586412,0.084073,0.168061,0.0,0.33616,0.0,0.252098,0.084043,0.0,2.017109,0.168054,0.168093,0.420268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13071,48.376729,27.846961,34.370697,55.61159,60.545413,56.779014,81.16562,66.942734,73.920069,124.928126,38.221707,232.711331,88.965939,71.054543,29.466346,54.862398,57.477628,104.376215,58.187665,102.205499,48.954335,42.792261,76.797897,106.340186
13072,0.084246,0.0,0.0,0.336942,0.0,0.336951,0.0,1.431744,0.842257,0.084245,0.336887,5.55796,8.384841,0.0,0.168429,0.0,1.576065,2.358502,0.0,4.126519,6.316029,0.0,10.887768,0.585871
13073,133.196808,67.514474,136.658526,229.202949,128.523696,194.22343,296.444552,152.300211,187.577371,530.739649,280.100252,559.811171,151.007233,126.210029,57.741851,110.729685,111.98411,150.382578,94.355086,615.686665,216.832711,168.929174,89.637023,178.799312
13074,0.504506,0.801217,0.0,0.168195,0.168178,0.084086,0.33634,0.183,0.0,2.69054,0.252262,0.0,0.504538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58863,0.0,0.0,0.0
13075,4.805882,2.357485,0.0,0.589441,0.420968,0.0,0.168398,0.0,0.168428,0.926206,0.0,0.6736,0.0,0.0,0.0,0.0,0.084199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13076,23.544091,5.213982,1.429757,5.298123,4.876837,2.102425,7.483592,4.456446,8.828281,15.606363,0.588692,2.522951,8.913264,0.420395,0.252176,0.840836,0.252343,0.0,1.177279,0.0,2.943404,5.04491,3.615891,0.928617
13077,10.569976,10.066818,4.540022,15.805163,4.62415,4.83379,6.221666,5.044664,15.026638,3.951402,4.566259,21.563277,29.721803,2.269996,3.629467,9.584659,17.75514,74.32388,41.532297,35.143194,20.262876,23.829782,47.503078,33.992848
13078,40.730307,24.178168,55.008632,141.229402,34.435667,63.480401,222.556254,49.63312,99.7569,106.337221,128.940634,124.865038,51.470691,122.036887,53.870636,150.236657,232.912824,165.166017,225.368195,243.525052,122.692749,109.938565,129.626306,132.705755
13079,7.544735,9.204637,25.941861,26.824647,8.45375,43.422139,31.226973,23.338662,18.698968,39.213045,21.004108,34.88061,20.759582,31.526764,18.306103,16.840821,33.330749,50.053047,58.385205,72.959439,33.423176,16.44404,22.756434,69.314501
13080,74.316391,113.383412,62.748432,149.877106,40.161507,91.733113,174.927584,44.962786,108.080536,86.886644,183.045502,177.934223,99.118545,128.899755,38.5883,150.910248,169.35182,98.378632,227.799609,154.844408,114.937188,85.478228,83.38536,126.530908
13081,11.954277,2.010619,9.635289,10.233616,12.832588,26.26179,33.926134,14.679061,17.091177,15.033121,18.679369,28.114754,41.614225,22.037344,20.697409,37.251343,31.180048,22.468364,50.033975,97.497667,41.717476,28.767968,21.25487,34.932943
13082,2.271863,0.925651,0.168314,0.252537,0.336569,0.0,0.0,0.252504,0.0,0.336565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13083,2.104903,0.673487,0.42097,1.515639,3.507923,0.168381,10.300026,3.704622,2.778493,0.589515,2.329551,10.187965,16.496341,2.526016,7.494225,11.216002,14.590932,11.43129,12.124231,3.452087,11.61915,10.440831,3.217494,6.491017
13084,56.335978,0.25102,5.521434,5.690258,13.79259,8.533956,3.17901,5.188526,3.504496,5.437949,3.095027,3.83957,10.401372,4.685926,13.887247,0.0,1.339315,6.610614,0.920283,12.555042,22.584124,1.004146,35.067506,38.737052
14001,10.050017,8.459184,2.260966,4.354347,5.35963,2.010012,9.464225,2.512841,2.094059,2.679431,3.601437,3.685102,10.994119,3.768977,0.0,0.0,0.0,0.0,0.0,1.591673,0.837296,0.251228,20.197032,3.661392
14002,1.510651,1.426944,0.587417,1.090884,1.762685,0.335673,2.601703,1.342834,0.419588,0.50357,5.205058,0.671499,1.175131,2.182288,0.0,0.0,0.0,3.357588,0.335687,2.265873,0.839097,9.317523,32.462356,25.015489
14003,3.183218,4.524144,0.921622,3.183003,5.19433,2.42957,10.804197,8.626136,3.098994,10.553052,1.00511,6.196905,14.042748,3.435023,0.0,0.083779,0.083806,0.86306,0.0,3.601954,1.424513,1.592149,8.54791,7.456583
14004,0.84166,0.084156,1.178356,0.252394,1.346985,0.336777,1.346749,1.178122,2.902984,2.440876,0.252445,5.845447,15.73949,8.376501,6.816797,11.618094,16.620848,20.146404,13.912613,6.986098,5.255426,19.189092,14.982381,13.883696
14005,0.83719,3.181566,0.418524,1.004465,0.753456,1.088131,0.083728,0.586011,0.251077,0.586015,0.418637,1.423294,5.608477,1.339386,0.0,0.0,0.000328,0.0,0.0,1.841098,1.673946,0.41857,7.868371,0.0
14006,18.198404,14.666972,9.056046,9.857525,18.619058,14.095095,16.177928,8.639925,7.212573,5.535849,2.936454,11.490779,45.684114,25.586203,0.335585,0.083852,1.593657,11.308106,6.041566,0.335519,7.627335,4.361464,38.327281,11.599215
14008,2.512721,2.094442,0.418721,3.434069,1.924823,2.513337,3.76993,5.864762,5.193366,5.863133,7.360891,13.372552,53.338934,14.076565,0.16751,5.829563,31.310455,23.363089,5.610789,9.629575,5.861128,9.884404,31.403672,32.92248
14009,2.261296,2.679793,1.172513,4.863543,0.837688,2.082455,5.695763,8.12483,3.601696,2.010258,1.423687,2.01017,2.345315,1.591591,0.753949,0.0,0.0,0.418783,0.0,0.0,0.0,1.591322,20.770649,3.530335
14010,7.199503,0.924924,1.932934,1.008879,5.5501,9.249895,2.521626,4.455396,4.623882,3.991276,13.603318,4.792317,56.472716,27.990003,1.597007,11.938749,19.891545,109.185511,139.666178,27.293894,66.486782,63.05917,795.008366,330.100405
14011,12.807217,5.040089,8.063416,20.242935,28.28975,21.943762,18.563774,4.788013,3.191916,3.863658,2.939997,8.650619,13.808336,4.702118,0.167911,2.519016,6.511285,8.40527,8.313583,77.140854,45.020428,57.716027,155.938274,113.285547
14012,36.52581,1.931449,29.80771,16.564329,53.919845,10.60278,13.51602,14.52491,4.393778,12.17196,1.511433,22.043066,13.526987,5.271002,0.50371,1.511281,11.248004,72.00748,92.787046,275.628413,277.276326,199.675037,226.954569,114.310214
14013,1.584038,0.083827,0.0,2.766922,1.34194,2.68358,2.767267,1.844657,0.503188,1.677257,0.670817,4.780351,17.708915,8.048761,1.006058,0.540019,1.761254,10.566304,5.953255,2.347455,1.760503,3.856167,17.105239,62.727969
14014,47.680468,3.989337,6.435734,6.058685,8.605805,5.979849,26.012869,39.567592,6.957618,7.191514,29.635546,15.068949,63.943727,53.725157,15.037131,45.282268,8.334172,186.488396,79.03623,71.541928,79.589782,118.151089,194.964746,190.612203
14015,8.681546,2.612456,4.042779,6.659628,9.69572,3.708098,8.290102,2.02252,18.885552,17.030187,4.298968,6.404074,79.854824,13.740554,2.19172,2.444093,10.277617,58.689381,17.443898,39.149586,10.563303,7.842288,34.364001,26.290304
14016,0.931986,0.670963,1.678405,5.192285,0.838833,4.866326,3.522957,6.712052,5.55724,2.09693,2.432981,8.405591,7.28483,3.351926,0.083867,1.258084,0.0,0.0,0.0,1.652057,6.122232,7.634134,3.355362,0.0
14017,23.6625,6.475467,9.756672,20.531869,57.5703,12.362243,33.842772,15.559294,21.952906,8.578661,10.314912,39.617789,47.245782,21.957289,8.835576,11.188489,12.450372,73.437623,64.512821,50.525839,22.455946,37.024279,53.838023,25.05355
14018,0.419853,0.587657,0.0,0.251907,0.335972,0.083938,1.116885,1.679126,0.0,0.08396,0.167921,0.587841,2.804599,2.246263,0.419843,1.763865,0.0,0.0,0.0,2.141473,1.259555,0.0,11.251981,0.0
14019,1.330267,1.330246,1.496994,3.158785,8.146626,0.332622,4.824329,4.907103,1.163592,5.487146,0.914701,22.193437,23.371287,15.044965,1.080767,0.58191,0.249415,1.200108,0.249437,0.0,1.995128,2.49274,14.380914,4.743843
14020,81.024961,19.135878,45.408259,138.460552,208.778331,60.319944,80.340328,104.872534,118.441719,179.498981,76.369722,173.821339,166.694066,108.845244,245.578109,345.116996,437.749672,354.381191,399.105625,309.276393,365.87003,216.225038,1179.849706,425.941639
14021,15.698466,3.626865,4.050491,4.134145,12.826023,3.20551,21.296969,12.572237,20.763334,10.131536,9.027339,13.752586,67.080142,49.666969,6.328375,12.73959,35.779462,37.463923,13.918381,26.405962,87.957415,50.840634,20.812294,109.466802
14022,275.706578,52.630712,31.245452999999998,39.597669,83.623325,20.98638,82.409772,216.976102,142.44468899999998,190.496666,139.7851,118.282061,407.886234,160.848387,197.064706,296.055123,585.203265,775.046527,1626.04713,395.47367399999996,400.088909,450.680621,783.6352909999999,385.925005
14024,4.901631,3.692617,0.335835,1.595377,2.390397,1.762376,4.533452,5.791885,0.671583,3.882039,0.503785,3.768878,7.807245,4.952435,1.174712,1.510784,0.251972,1.679817,0.083908,1.006933,4.280694,21.336262,41.651497,31.574738
14025,2.24214,1.078752,0.664454,1.328418,0.249081,0.996091,0.996611,1.494887,1.079234,1.162598,0.0,0.332108,0.570864,0.716465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07954,0.0
14026,8.165357,0.58901,6.42308,2.612415,5.050057,8.753116,6.733492,1.514488,13.045435,3.198791,29.398167,46.807159,114.167448,27.726615,20.164189,124.703275,112.553923,370.699398,247.598546,225.606531,281.241327,345.02424,228.727166,81.477065
14028,17.824852,2.605159,8.738566,5.210241,25.094602,14.091731,10.589038,14.118339,3.529378,11.428543,5.746092,15.88182,20.002765,25.967267,13.276751,14.957029,25.040566,69.813082,122.370122,139.92828,89.987692,176.498613,55.297731,54.970224
14029,46.907733,14.1412,9.974973,18.069682,26.055415,3.59862,44.648658,6.656488,14.062828,8.50864,5.606757,6.107483,11.211452,11.328115,0.0,0.0,0.0,2.424632,0.0,0.0,0.0,0.0,4.017138,0.501601
14030,1.465455,0.672215,0.252144,0.084056,0.672279,0.504146,0.336229,0.084055,0.0,0.891482,0.924243,2.857807,8.738117,1.176255,0.0,3.697331,0.588223,3.697023,6.047363,18.221639,3.278018,2.099355,17.050543,13.951451
14031,11.482693,1.581297,0.416291,3.163384,2.995411,4.826817,6.073422,3.989624,0.999019,1.831656,0.166611,12.239725,2.996792,6.876172,0.0,0.0,0.0,0.0,0.0,0.0,0.249907,0.0,1.413166,0.083127
14032,13.93385,11.862027,1.133221,3.860265,10.093694,7.484626,15.056064,25.489729,5.972873,3.18239,13.682459,4.710509,16.451156,15.680233,8.642659,5.569323,13.12087,47.48237,11.7786,11.810333,18.337783,44.969086,19.40283,12.727828
14033,2.350036,1.174717,0.755352,7.131897,3.775932,28.282388,17.28655,14.770557,16.512426,5.790914,3.524397,10.749329,4.286592,4.364773,0.0,3.608145,0.671146,0.083893,0.0,0.0,1.677897,0.266856,12.083064,1.007144
14034,5.389332,0.673711,1.887097,4.570468,12.799517,3.870973,4.968992,6.148231,8.9262,1.683934,5.221038,32.380449,21.283577,6.98934,1.178901,2.539456,10.818625,49.346661,4.464951,4.63222,2.864073,5.592569,67.593596,15.40781
14035,43.417601,4.416982,3.499601,11.491315,12.258058,10.084557,23.143365,7.667341,14.972542,10.167099,3.166703,8.583745,12.081253,5.083839,0.0,0.0,0.833133,2.500311,2.166972,0.58337,2.918304,9.003631,12.751269,74.912888
14036,11.81467,0.586203,0.33502,1.842557,3.159681,1.172718,2.178543,0.586654,1.98762,2.010818,1.088808,11.980327,21.075139,3.85391,5.529281,8.544803,3.265655,5.779556,0.0,0.586441,0.837186,2.262216,9.634668,0.753669
14037,0.389481,0.336883,0.084255,0.926754,1.179049,0.0,0.842387,0.252684,0.084279,1.938126,0.505772,1.095352,13.313352,0.505583,0.168546,0.0,0.084289,0.940366,0.0,0.421425,0.0,2.190979,2.864549,8.494815
14038,28.305675,3.436555,15.999293,11.725984,28.113245,13.59674,20.607859,4.524153,18.174849,14.315646,6.365855,40.598996,13.000816,15.833313,9.462699,4.858931,2.886029,65.533432,12.565031,26.301374,24.295726,36.306182,87.631195,48.414613
