CLAVE_PROGRAMA,CVE_MUNICIPIO,2019,2020,2021,2022,2023,2024,2025
0010,12030.0,0.0,18000.0,6000.0,0.0,0.0,0.0,0.0
0010,12031.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0
0010,12032.0,0.0,42000.0,42000.0,0.0,0.0,0.0,0.0
0010,12033.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0
0010,12034.0,0.0,504000.0,54000.0,0.0,0.0,0.0,0.0
0010,12035.0,0.0,1560000.0,306000.0,0.0,0.0,0.0,0.0
0010,12036.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0
0010,12037.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0
0010,12038.0,0.0,1458000.0,204000.0,0.0,0.0,0.0,0.0
0010,12039.0,0.0,528000.0,66000.0,0.0,0.0,0.0,0.0
0010,12040.0,0.0,180000.0,72000.0,0.0,0.0,0.0,0.0
0010,12041.0,0.0,6000.0,18000.0,0.0,0.0,0.0,0.0
0010,12042.0,0.0,252000.0,18000.0,0.0,0.0,0.0,0.0
0010,12044.0,0.0,144000.0,12000.0,0.0,0.0,0.0,0.0
0010,12045.0,0.0,54000.0,6000.0,0.0,0.0,0.0,0.0
0010,12046.0,0.0,498000.0,132000.0,0.0,0.0,0.0,0.0
0010,12048.0,0.0,1374000.0,120000.0,0.0,0.0,0.0,0.0
0010,12049.0,0.0,48000.0,30000.0,0.0,0.0,0.0,0.0
0010,12050.0,0.0,2148000.0,642000.0,0.0,0.0,0.0,0.0
0010,12051.0,0.0,42000.0,12000.0,0.0,0.0,0.0,0.0
0010,12052.0,0.0,216000.0,132000.0,0.0,0.0,0.0,0.0
0010,12053.0,0.0,330000.0,66000.0,0.0,0.0,0.0,0.0
0010,12054.0,0.0,702000.0,120000.0,0.0,0.0,0.0,0.0
0010,12055.0,0.0,1458000.0,534000.0,0.0,0.0,0.0,0.0
