CVE_MUNICIPIO,ANIO,DEFORESTACION_HA,DEFORESTACION_ANT,Xn,CLAVE_PROGRAMA,PRESUPUESTO,DECIL_PRES,score
2002,2019,0.991428,1.058171,-0.066743,0838,48491100.51,7.0,-0.14292029604591805
2002,2020,22.890096,0.991428,21.898668,0838,0.0,1.0,0.06541250197554065
2002,2021,124.748086,22.890096,101.85799,0838,0.0,1.0,0.19479380840276364
2002,2022,601.59312,124.748086,476.845034,0838,0.0,1.0,2.5500333402510567
2002,2023,15.425391,601.59312,-586.167729,0838,0.0,1.0,-1.139883099262926
2002,2024,0.0,15.425391,-15.425391,0838,0.0,1.0,-0.1496362015863453
2004,2019,183.799956,2510.710177,-2326.910221,0838,64967686.11,7.0,-2.043373958553196
2004,2020,1730.798358,183.799956,1546.998402,0838,0.0,1.0,2.276696647910563
2004,2021,2045.208828,1730.798358,314.41047000000003,0838,0.0,1.0,0.433849056864819
2004,2022,7.799774,2045.208828,-2037.409054,0838,0.0,1.0,-10.496128586696011
2004,2023,12.597819,7.799774,4.798044999999999,0838,0.0,1.0,-0.08881165600904546
2004,2024,25.70031,12.597819,13.102491000000002,0838,0.0,1.0,-0.10412934151273313
5002,2019,1.096386,21.903016,-20.806630000000002,0838,79602241.23,7.0,-0.15985963665124994
5002,2020,6.67137,1.096386,5.574984,0838,0.0,1.0,0.04174434255767717
5002,2021,2.268239,6.67137,-4.403131,0838,0.0,1.0,0.0752831883313746
5002,2022,34.535556,2.268239,32.267317,0838,0.0,1.0,0.24317306197736438
5002,2023,8.82359,34.535556,-25.711966,0838,0.0,1.0,-0.14307571444749875
5002,2024,9.694232,8.82359,0.8706420000000001,0838,0.0,1.0,-0.12364123660836458
5025,2019,4.398929,27.901989,-23.50306,0838,72985972.34,7.0,-0.1620619507809477
5025,2020,8.020074,4.398929,3.6211449999999994,0838,0.0,1.0,0.03891141753114278
5025,2021,19.966858,8.020074,11.946784,0838,0.0,1.0,0.0936717434433097
5025,2022,3.931827,19.966858,-16.035030999999996,0838,0.0,1.0,-0.0074620096597341375
5025,2023,4.482969,3.931827,0.5511419999999996,0838,0.0,1.0,-0.09636505192799294
5025,2024,20.575724,4.482969,16.092755,0838,0.0,1.0,-0.09935935804774405
8037,2019,0.0,0.0,0.0,0838,83267503.96000001,7.0,-0.14286578357870827
8037,2020,0.0,0.0,0.0,0838,0.0,1.0,0.03366101957347592
8037,2021,0.0,0.0,0.0,0838,0.0,1.0,0.08023533744398893
8037,2022,0.0,0.0,0.0,0838,0.0,1.0,0.07574183673274548
8037,2023,0.0,0.0,0.0,0838,0.0,1.0,-0.0973452941735918
8037,2024,0.0,0.0,0.0,0838,0.0,1.0,-0.12503005978381834
12001,2019,499.716059,780.291308,-280.575249,0838,123740193.12,7.0,-0.3720261308957792
12001,2020,317.588817,499.716059,-182.12724199999997,0838,0.0,1.0,-0.2304102892065642
12001,2021,430.912328,317.588817,113.323511,0838,0.0,1.0,0.20768894362490695
