CVE_MUNICIPIO,ANIO,DEFORESTACION_HA,DEFORESTACION_ANT,Xn,CLAVE_PROGRAMA,PRESUPUESTO,DECIL_PRES,score
2002,2019,0.991428,1.058171,-0.066743,0929,26231339.0,7.0,-0.14292029604591805
2002,2020,22.890096,0.991428,21.898668,0929,0.0,1.0,0.06541250197554065
2002,2021,124.748086,22.890096,101.85799,0929,0.0,1.0,0.19479380840276364
2002,2022,601.59312,124.748086,476.845034,0929,0.0,1.0,2.5500333402510567
2002,2023,15.425391,601.59312,-586.167729,0929,0.0,1.0,-1.139883099262926
2002,2024,0.0,15.425391,-15.425391,0929,0.0,1.0,-0.1496362015863453
2003,2019,465.073259,45.406475,419.666784,0929,40000.0,2.0,0.5389913572779879
2003,2020,642.96528,465.073259,177.892021,0929,0.0,1.0,0.29159156467554465
2003,2021,488.843798,642.96528,-154.12148200000001,0929,0.0,1.0,-0.0931032619120392
2003,2022,107.53537,488.843798,-381.308428,0929,0.0,1.0,-1.9028217140000145
2003,2023,2248.526062,107.53537,2140.990692,0929,0.0,1.0,3.710547270233301
2003,2024,2499.980292,2248.526062,251.45423000000028,0929,0.0,1.0,0.27608252402201433
7051,2019,440.737433,398.041937,42.69549599999999,0929,1667800.0,5.0,0.055976458107990575
7051,2020,339.839873,440.737433,-100.89756,0929,0.0,1.0,-0.11263313405957932
7051,2021,321.243684,339.839873,-18.596189000000038,0929,0.0,1.0,0.05932042465707463
7051,2022,245.04507,321.243684,-76.19861399999996,0929,0.0,1.0,-0.31964360247069884
7051,2023,260.075158,245.04507,15.030087999999978,0929,0.0,1.0,-0.07061329550053022
7051,2024,311.825445,260.075158,51.750287000000014,0929,0.0,1.0,-0.042479484550849
7087,2019,149.800168,116.823575,32.97659300000001,0929,3448790.0,6.0,0.03488308584216378
7087,2020,167.798353,149.800168,17.998184999999978,0929,0.0,1.0,0.05975708415131256
7087,2021,68.161868,167.798353,-99.636485,0929,0.0,1.0,-0.03182463323977275
7087,2022,129.001313,68.161868,60.83944500000001,0929,0.0,1.0,0.3914303961364482
7087,2023,107.525374,129.001313,-21.47593900000001,0929,0.0,1.0,-0.13554166220887892
7087,2024,83.910955,107.525374,-23.614418999999998,0929,0.0,1.0,-0.1626991044452008
7089,2019,237.490675,318.823739,-81.33306399999998,0929,1073380.0,5.0,-0.2164889901575181
7089,2020,212.363962,237.490675,-25.126713000000024,0929,0.0,1.0,-0.0027708942598783214
7089,2021,222.467983,212.363962,10.104021000000017,0929,0.0,1.0,0.09159920979504703
7089,2022,175.436616,222.467983,-47.03136700000002,0929,0.0,1.0,-0.1682982674302173
7089,2023,189.742173,175.436616,14.305557000000022,0929,0.0,1.0,-0.07190192147069027
7089,2024,201.502766,189.742173,11.760593,0929,0.0,1.0,-0.1062698987584151
8006,2019,0.0,0.0,0.0,0929,610000.0,4.0,-0.037573609415210554
8006,2020,0.0,0.0,0.0,0929,0.0,1.0,0.03366101957347592
8006,2021,0.0,0.0,0.0,0929,0.0,1.0,0.08023533744398893
8006,2022,0.0,0.0,0.0,0929,0.0,1.0,0.07574183673274548
8006,2023,0.0,0.0,0.0,0929,0.0,1.0,-0.0973452941735918
8006,2024,0.0,0.0,0.0,0929,0.0,1.0,-0.12503005978381834
8017,2019,0.0,0.0,0.0,0929,2825000.0,6.0,-0.041409511446204354
8017,2020,0.0,0.0,0.0,0929,0.0,1.0,0.03366101957347592
8017,2021,0.0,0.0,0.0,0929,0.0,1.0,0.08023533744398893
8017,2022,0.0,0.0,0.0,0929,0.0,1.0,0.07574183673274548
8017,2023,1.261224,0.0,1.261224,0929,0.0,1.0,-0.09510212445333245
8017,2024,0.394207,1.261224,-0.8670169999999999,0929,0.0,1.0,-0.1264131004631244
8018,2019,0.0,0.0,0.0,0929,440000.0,4.0,-0.037573609415210554
8018,2020,0.0,0.0,0.0,0929,0.0,1.0,0.03366101957347592
8018,2021,0.0,0.0,0.0,0929,0.0,1.0,0.08023533744398893
8018,2022,0.0,0.0,0.0,0929,0.0,1.0,0.07574183673274548
8018,2023,0.0,0.0,0.0,0929,0.0,1.0,-0.0973452941735918
8018,2024,0.0,0.0,0.0,0929,0.0,1.0,-0.12503005978381834
8022,2019,0.0,0.0,0.0,0929,2465000.0,6.0,-0.041409511446204354
8022,2020,0.0,0.0,0.0,0929,0.0,1.0,0.03366101957347592
8022,2021,0.0,0.0,0.0,0929,0.0,1.0,0.08023533744398893
8022,2022,0.0,0.0,0.0,0929,0.0,1.0,0.07574183673274548
8022,2023,0.0,0.0,0.0,0929,0.0,1.0,-0.0973452941735918
8022,2024,0.0,0.0,0.0,0929,0.0,1.0,-0.12503005978381834
8026,2019,0.0,0.0,0.0,0929,490000.0,4.0,-0.037573609415210554
8026,2020,0.0,0.0,0.0,0929,0.0,1.0,0.03366101957347592
8026,2021,0.0,0.0,0.0,0929,0.0,1.0,0.08023533744398893
8026,2022,0.0,0.0,0.0,0929,0.0,1.0,0.07574183673274548
