CVE_MUNICIPIO,ANIO,DEFORESTACION_HA,DEFORESTACION_ANT,Xn,CLAVE_PROGRAMA,PRESUPUESTO,DECIL_PRES,score
1001,2019,0.0,0.0,0.0,S176,449732055.0,7.0,-0.14286578357870827
1001,2020,0.0,0.0,0.0,S176,629803400.0,7.0,0.030096818706583362
1001,2021,0.0,0.0,0.0,S176,707954930.0,8.0,0.18972741744410815
1001,2022,0.0,0.0,0.0,S176,764728375.0,5.0,0.07245907868322825
1001,2023,1.081769,0.0,1.081769,S176,0.0,1.0,-0.0954212969573041
1001,2024,17.344076,1.081769,16.262307,S176,0.0,1.0,-0.0990888935548244
1002,2019,0.0,0.0,0.0,S176,27035255.0,7.0,-0.14286578357870827
1002,2020,0.0,0.0,0.0,S176,34061340.0,7.0,0.030096818706583362
1002,2021,0.0,0.0,0.0,S176,36156340.0,8.0,0.18972741744410815
1002,2022,0.0,0.0,0.0,S176,37627600.0,5.0,0.07245907868322825
1002,2023,0.332051,0.0,0.332051,S176,0.0,1.0,-0.09675471966122776
1002,2024,0.0,0.332051,-0.332051,S176,0.0,1.0,-0.1255597380261184
1003,2019,0.0,0.747698,-0.747698,S176,46227590.0,7.0,-0.14347646728647995
1003,2020,0.65269,0.0,0.65269,S176,60710785.0,7.0,0.030523612850291666
1003,2021,0.0,0.65269,-0.65269,S176,64308200.0,8.0,0.18939153804694805
1003,2022,3.244192,0.0,3.244192,S176,65083500.0,5.0,0.08353630525026493
1003,2023,0.0,3.244192,-3.244192,S176,0.0,1.0,-0.10311530272172253
1003,2024,0.5818,0.0,0.5818,S176,0.0,1.0,-0.12410198909175547
1004,2019,0.0,0.0,0.0,S176,9120785.0,7.0,-0.14286578357870827
1004,2020,0.0,0.0,0.0,S176,12054950.0,7.0,0.030096818706583362
1004,2021,0.0,0.0,0.0,S176,12498410.0,8.0,0.18972741744410815
1004,2022,0.0,0.0,0.0,S176,12996850.0,5.0,0.07245907868322825
1004,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
1004,2024,0.0,0.0,0.0,S176,0.0,1.0,-0.12503005978381834
1005,2019,0.083125,0.0,0.083125,S176,39183435.0,7.0,-0.14279789108306362
1005,2020,0.747815,0.083125,0.66469,S176,54798850.0,7.0,0.030531459653099276
1005,2021,0.0,0.747815,-0.747815,S176,61732320.0,8.0,0.18934258597528333
1005,2022,0.0,0.0,0.0,S176,67540550.0,5.0,0.07245907868322825
1005,2023,0.997144,0.0,0.997144,S176,0.0,1.0,-0.0955718080779115
1005,2024,1.91153,0.997144,0.9143859999999999,S176,0.0,1.0,-0.12357145743278262
1006,2019,0.0,0.0,0.0,S176,21248000.0,7.0,-0.14286578357870827
1006,2020,0.0,0.0,0.0,S176,28591360.0,7.0,0.030096818706583362
1006,2021,0.0,0.0,0.0,S176,30219250.0,8.0,0.18972741744410815
1006,2022,0.0,0.0,0.0,S176,33749100.0,5.0,0.07245907868322825
1006,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
1006,2024,0.0,0.0,0.0,S176,0.0,1.0,-0.12503005978381834
1007,2019,0.0,0.0,0.0,S176,29744265.0,7.0,-0.14286578357870827
1007,2020,0.0,0.0,0.0,S176,38217045.0,7.0,0.030096818706583362
1007,2021,0.0,0.0,0.0,S176,40084650.0,8.0,0.18972741744410815
1007,2022,0.0,0.0,0.0,S176,41500700.0,5.0,0.07245907868322825
1007,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
1007,2024,0.0,0.0,0.0,S176,0.0,1.0,-0.12503005978381834
1008,2019,0.0,0.0,0.0,S176,6023915.0,6.0,-0.041409511446204354
1008,2020,0.0,0.0,0.0,S176,7636425.0,6.0,0.0031033420862809622
1008,2021,0.0,0.0,0.0,S176,7909510.0,7.0,0.0834554236664101
1008,2022,0.0,0.0,0.0,S176,7943350.0,5.0,0.07245907868322825
1008,2023,0.165914,0.0,0.165914,S176,0.0,1.0,-0.09705020522748302
1008,2024,0.249174,0.165914,0.08326,S176,0.0,1.0,-0.12489724581712679
1009,2019,0.0,0.0,0.0,S176,13235555.0,7.0,-0.14286578357870827
1009,2020,0.0,0.0,0.0,S176,17523500.0,7.0,0.030096818706583362
1009,2021,0.0,0.0,0.0,S176,18076460.0,8.0,0.18972741744410815
1009,2022,0.0,0.0,0.0,S176,17570650.0,5.0,0.07245907868322825
1009,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
1009,2024,2.652779,0.0,2.652779,S176,0.0,1.0,-0.12079842272225111
2001,2019,891.613691,1656.549259,-764.9355679999999,S176,252289715.0,7.0,-0.7676283065126571
2001,2020,1375.965898,891.613691,484.3522069999999,S176,355773375.0,7.0,0.3468148401865984
2001,2021,492.972097,1375.965898,-882.9938009999998,S176,373286610.0,8.0,-0.2646681234343641
2001,2022,993.789158,492.972097,500.817061,S176,386341775.0,5.0,1.7824885878289363
2001,2023,573.90425,993.789158,-419.884908,S176,0.0,1.0,-0.8441381807817474
2001,2024,1279.116941,573.90425,705.212691,S176,0.0,1.0,0.9999050213228863
2002,2019,0.991428,1.058171,-0.066743,S176,524732665.0,7.0,-0.14292029604591805
2002,2020,22.890096,0.991428,21.898668,S176,755049130.0,7.0,0.04441636283536178
2002,2021,124.748086,22.890096,101.85799,S176,854315320.0,8.0,0.24214433861210174
2002,2022,601.59312,124.748086,476.845034,S176,933750325.0,5.0,1.7006365968400794
2002,2023,15.425391,601.59312,-586.167729,S176,0.0,1.0,-1.139883099262926
2002,2024,0.0,15.425391,-15.425391,S176,0.0,1.0,-0.1496362015863453
2003,2019,465.073259,45.406475,419.666784,S176,50029725.0,7.0,0.19989782911215384
2003,2020,642.96528,465.073259,177.892021,S176,71962885.0,7.0,0.14642045285944952
2003,2021,488.843798,642.96528,-154.12148200000001,S176,84453880.0,8.0,0.1104152930610495
2003,2022,107.53537,488.843798,-381.308428,S176,89597200.0,5.0,-1.2295106718360367
2003,2023,2248.526062,107.53537,2140.990692,S176,0.0,1.0,3.710547270233301
2003,2024,2499.980292,2248.526062,251.45423000000028,S176,0.0,1.0,0.27608252402201433
2004,2019,183.799956,2510.710177,-2326.910221,S176,588429930.0,7.0,-2.043373958553196
2004,2020,1730.798358,183.799956,1546.998402,S176,877783205.0,7.0,1.0416794357218602
2004,2021,2045.208828,1730.798358,314.41047000000003,S176,1024187180.0,8.0,0.3515255132084347
2004,2022,7.799774,2045.208828,-2037.409054,S176,1087305275.0,5.0,-6.884232048380115
2004,2023,12.597819,7.799774,4.798044999999999,S176,0.0,1.0,-0.08881165600904546
2004,2024,25.70031,12.597819,13.102491000000002,S176,0.0,1.0,-0.10412934151273313
3001,2019,0.0,0.0,0.0,S176,50794160.0,7.0,-0.14286578357870827
3001,2020,2.761289,0.0,2.761289,S176,68007300.0,7.0,0.03190242622973547
3001,2021,0.40265,2.761289,-2.358639,S176,74045820.0,8.0,0.18851364330104137
3001,2022,0.0,0.40265,-0.40265,S176,79913700.0,5.0,0.07108423857597894
3001,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
3001,2024,0.0,0.0,0.0,S176,0.0,1.0,-0.12503005978381834
3002,2019,0.0,0.0,0.0,S176,30618090.0,7.0,-0.14286578357870827
3002,2020,0.0,0.0,0.0,S176,44164735.0,7.0,0.030096818706583362
3002,2021,0.0,0.0,0.0,S176,49079130.0,8.0,0.18972741744410815
3002,2022,0.0,0.0,0.0,S176,54349700.0,5.0,0.07245907868322825
3002,2023,0.0,0.0,0.0,S176,0.0,1.0,-0.0973452941735918
3002,2024,0.0,0.0,0.0,S176,0.0,1.0,-0.12503005978381834
3003,2019,2.379909,0.73916,1.640749,S176,172354300.0,7.0,-0.1415256988348108
3003,2020,2.705376,2.379909,0.32546699999999973,S176,234567150.0,7.0,0.030309641654032087
3003,2021,0.0,2.705376,-2.705376,S176,257861330.0,8.0,0.18833520971919837
