CVE_MUNICIPIO,ANIO,DEFORESTACION_HA,DEFORESTACION_ANT,Xn,CLAVE_PROGRAMA,PRESUPUESTO,DECIL_PRES,score
1001,2019,0.0,0.0,0.0,S285,0.0,1.0,-0.09392917396528387
1001,2020,0.0,0.0,0.0,S285,0.0,1.0,0.03366101957347592
1001,2021,0.0,0.0,0.0,S285,6000.0,1.0,0.08023533744398893
1001,2022,0.0,0.0,0.0,S285,0.0,1.0,0.07574183673274548
1001,2023,1.081769,0.0,1.081769,S285,0.0,1.0,-0.0954212969573041
1001,2024,17.344076,1.081769,16.262307,S285,0.0,1.0,-0.0990888935548244
1005,2019,0.083125,0.0,0.083125,S285,0.0,1.0,-0.09378650302428325
1005,2020,0.747815,0.083125,0.66469,S285,0.0,1.0,0.034624771927629534
1005,2021,0.0,0.747815,-0.747815,S285,6000.0,1.0,0.07939427879989007
1005,2022,0.0,0.0,0.0,S285,0.0,1.0,0.07574183673274548
1005,2023,0.997144,0.0,0.997144,S285,0.0,1.0,-0.0955718080779115
1005,2024,1.91153,0.997144,0.9143859999999999,S285,0.0,1.0,-0.12357145743278262
1009,2019,0.0,0.0,0.0,S285,0.0,1.0,-0.09392917396528387
1009,2020,0.0,0.0,0.0,S285,0.0,1.0,0.03366101957347592
1009,2021,0.0,0.0,0.0,S285,6000.0,1.0,0.08023533744398893
1009,2022,0.0,0.0,0.0,S285,0.0,1.0,0.07574183673274548
1009,2023,0.0,0.0,0.0,S285,0.0,1.0,-0.0973452941735918
1009,2024,2.652779,0.0,2.652779,S285,0.0,1.0,-0.12079842272225111
2001,2019,891.613691,1656.549259,-764.9355679999999,S285,0.0,1.0,-1.4068203293504629
2001,2020,1375.965898,891.613691,484.3522069999999,S285,0.0,1.0,0.7359366363809324
2001,2021,492.972097,1375.965898,-882.9938009999998,S285,6000.0,1.0,-0.9128572977890111
2001,2022,993.789158,492.972097,500.817061,S285,0.0,1.0,2.6744213038430433
2001,2023,573.90425,993.789158,-419.884908,S285,0.0,1.0,-0.8441381807817474
2001,2024,1279.116941,573.90425,705.212691,S285,0.0,1.0,0.9999050213228863
2002,2019,0.991428,1.058171,-0.066743,S285,0.0,1.0,-0.09404372778922616
2002,2020,22.890096,0.991428,21.898668,S285,0.0,1.0,0.06541250197554065
2002,2021,124.748086,22.890096,101.85799,S285,522000.0,4.0,0.19693485847053716
2002,2022,601.59312,124.748086,476.845034,S285,0.0,1.0,2.5500333402510567
2002,2023,15.425391,601.59312,-586.167729,S285,0.0,1.0,-1.139883099262926
2002,2024,0.0,15.425391,-15.425391,S285,0.0,1.0,-0.1496362015863453
2003,2019,465.073259,45.406475,419.666784,S285,0.0,1.0,0.6263626152675348
2003,2020,642.96528,465.073259,177.892021,S285,0.0,1.0,0.29159156467554465
2003,2021,488.843798,642.96528,-154.12148200000001,S285,18000.0,2.0,-0.05714535348159673
2003,2022,107.53537,488.843798,-381.308428,S285,0.0,1.0,-1.9028217140000145
2003,2023,2248.526062,107.53537,2140.990692,S285,0.0,1.0,3.710547270233301
2003,2024,2499.980292,2248.526062,251.45423000000028,S285,0.0,1.0,0.27608252402201433
2004,2019,183.799956,2510.710177,-2326.910221,S285,0.0,1.0,-4.087703259426915
2004,2020,1730.798358,183.799956,1546.998402,S285,0.0,1.0,2.276696647910563
2004,2021,2045.208828,1730.798358,314.41047000000003,S285,108000.0,3.0,0.6781466940412066
2004,2022,7.799774,2045.208828,-2037.409054,S285,0.0,1.0,-10.496128586696011
2004,2023,12.597819,7.799774,4.798044999999999,S285,0.0,1.0,-0.08881165600904546
2004,2024,25.70031,12.597819,13.102491000000002,S285,0.0,1.0,-0.10412934151273313
3001,2019,0.0,0.0,0.0,S285,0.0,1.0,-0.09392917396528387
3001,2020,2.761289,0.0,2.761289,S285,0.0,1.0,0.03766468861355247
3001,2021,0.40265,2.761289,-2.358639,S285,6000.0,1.0,0.07758260418876042
3001,2022,0.0,0.40265,-0.40265,S285,0.0,1.0,0.0736525343328978
3001,2023,0.0,0.0,0.0,S285,0.0,1.0,-0.0973452941735918
3001,2024,0.0,0.0,0.0,S285,0.0,1.0,-0.12503005978381834
3002,2019,0.0,0.0,0.0,S285,0.0,1.0,-0.09392917396528387
3002,2020,0.0,0.0,0.0,S285,0.0,1.0,0.03366101957347592
3002,2021,0.0,0.0,0.0,S285,6000.0,1.0,0.08023533744398893
3002,2022,0.0,0.0,0.0,S285,0.0,1.0,0.07574183673274548
3002,2023,0.0,0.0,0.0,S285,0.0,1.0,-0.0973452941735918
3002,2024,0.0,0.0,0.0,S285,0.0,1.0,-0.12503005978381834
3003,2019,2.379909,0.73916,1.640749,S285,0.0,1.0,-0.09111308730331931
3003,2020,2.705376,2.379909,0.32546699999999973,S285,0.0,1.0,0.034132923148750584
3003,2021,0.0,2.705376,-2.705376,S285,78000.0,3.0,0.09032351213986681
3003,2022,2.634014,0.0,2.634014,S285,0.0,1.0,0.08940941843256513
3003,2023,41.814491,2.634014,39.180476999999996,S285,0.0,1.0,-0.027660242484345465
3003,2024,34.499978,41.814491,-7.314512999999998,S285,0.0,1.0,-0.13669796136857734
4003,2019,20851.286235,18258.588776,2592.697458999999,S285,0.0,1.0,4.356026750310324
4003,2020,26073.706505,20851.286235,5222.420269999999,S285,0.0,1.0,7.605792132712005
4003,2021,14094.336452,26073.706505,-11979.370052999999,S285,6000.0,1.0,-13.392819808460773
4003,2022,12159.280765,14094.336452,-1935.055687,S285,0.0,1.0,-9.965029281330086
4003,2023,16674.591276,12159.280765,4515.310511,S285,0.0,1.0,7.933431011894155
4003,2024,28689.76231,16674.591276,12015.171033999999,S285,0.0,1.0,19.041226552072473
5010,2019,2.221482,0.0,2.221482,S285,0.0,1.0,-0.09011635077904737
5010,2020,0.159861,2.221482,-2.061621,S285,0.0,1.0,0.030671818453972804
5010,2021,1.596441,0.159861,1.43658,S285,6000.0,1.0,0.08185104189888695
5010,2022,0.0,1.596441,-1.596441,S285,0.0,1.0,0.06745809648062769
5010,2023,0.0,0.0,0.0,S285,0.0,1.0,-0.0973452941735918
5010,2024,1.358345,0.0,1.358345,S285,0.0,1.0,-0.12286326675492504
5017,2019,0.0,0.0,0.0,S285,0.0,1.0,-0.09392917396528387
5017,2020,0.0,0.0,0.0,S285,0.0,1.0,0.03366101957347592
